Column1,Id,Time,Total_Sleep_Records,Total_Minutes_Asleep,Total_Time_In_Bed,ActivityDate,Day_of_Week,Total_Steps,Total_Distance_Miles,Tracker_Distance_Miles,Logged_Activities_Distance,Very_Active_Distance,Moderately_Active_Distance,Light_Active_Distance,Sedentary_Active_Distance,Very_Active_Minutes,Fairly_Active_Minutes,Lightly_Active_Minutes,Sedentary_Minutes,Calories
8600,6117666160,12:00:00 AM,1,380,398,4/29/2016,Friday,9592,7.239999771,7.239999771,0,0,0,7.239999771,0,0,0,461,479,2560
8606,6117666160,12:00:00 AM,1,380,398,5/5/2016,Thursday,9799,7.400000095,7.400000095,0,0,0,7.400000095,0,0,0,487,479,2636
8608,6117666160,12:00:00 AM,1,380,398,5/7/2016,Saturday,7336,5.539999962,5.539999962,0,0,0,5.539999962,0,0,0,412,456,2469
8609,6117666160,12:00:00 AM,1,380,398,5/8/2016,Sunday,7328,5.53000021,5.53000021,0,0,0,5.53000021,0,0,0,318,517,2250
8610,6117666160,12:00:00 AM,1,380,398,5/9/2016,Monday,4477,3.380000114,3.380000114,0,0,0,3.380000114,0,0,0,197,125,1248
9088,6775888955,12:00:00 AM,1,235,260,4/13/2016,Wednesday,4053,2.910000086,2.910000086,0,1.110000014,0.579999983,1.220000029,0,17,18,85,1053,2400
9093,6775888955,12:00:00 AM,1,235,260,4/18/2016,Monday,8294,5.949999809,5.949999809,0,2,0.769999981,3.170000076,0,30,31,146,1233,2798
9097,6775888955,12:00:00 AM,1,235,260,4/22/2016,Friday,637,0.460000008,0.460000008,0,0,0,0.460000008,0,0,0,20,1420,1922
9099,6775888955,12:00:00 AM,1,235,260,4/24/2016,Sunday,2153,1.539999962,1.539999962,0,0.769999981,0.620000005,0.150000006,0,11,18,11,1400,2053
9100,6775888955,12:00:00 AM,1,235,260,4/25/2016,Monday,6474,4.639999866,4.639999866,0,2.269999981,0.460000008,1.899999976,0,33,13,92,1302,2484
9101,6775888955,12:00:00 AM,1,235,260,4/26/2016,Tuesday,7091,5.269999981,5.269999981,2,3.480000019,0.870000005,0.730000019,0,42,30,47,1321,2584
9106,6775888955,12:00:00 AM,1,235,260,5/1/2016,Sunday,2487,1.779999971,1.779999971,0,0.479999989,0.620000005,0.680000007,0,9,34,50,1347,2319
9112,6775888955,12:00:00 AM,1,235,260,5/7/2016,Saturday,1967,1.409999967,1.409999967,0,0.129999995,0.239999995,1.049999952,0,2,5,49,551,1032
9166,6962181067,12:00:00 AM,1,366,387,4/13/2016,Wednesday,5652,3.74000001,3.74000001,0,0.569999993,1.210000038,1.960000038,0,8,24,142,548,1718
9169,6962181067,12:00:00 AM,1,366,387,4/16/2016,Saturday,13217,8.739999771,8.739999771,0,3.660000086,0.189999998,4.880000114,0,50,3,280,741,2173
9173,6962181067,12:00:00 AM,1,366,387,4/20/2016,Wednesday,13928,9.550000191,9.550000191,0,4.28000021,0.189999998,5.090000153,0,48,4,297,639,2174
9175,6962181067,12:00:00 AM,1,366,387,4/22/2016,Friday,10725,7.090000153,7.090000153,0,1.769999981,1.549999952,3.769999981,0,30,33,240,659,2086
9177,6962181067,12:00:00 AM,1,366,387,4/24/2016,Sunday,5029,3.319999933,3.319999933,0,0,0,3.319999933,0,0,0,199,720,1705
9178,6962181067,12:00:00 AM,1,366,387,4/25/2016,Monday,13239,9.270000458,9.079999924,3,3.019999981,1.679999948,4.460000038,0,35,31,282,637,2194
9179,6962181067,12:00:00 AM,1,366,387,4/26/2016,Tuesday,10433,6.900000095,6.900000095,0,2.579999924,0.419999987,3.900000095,0,36,7,254,680,2012
9181,6962181067,12:00:00 AM,1,366,387,4/28/2016,Thursday,12627,8.350000381,8.350000381,0,2.50999999,0.239999995,5.590000153,0,38,8,288,621,2182
9184,6962181067,12:00:00 AM,1,366,387,5/1/2016,Sunday,5454,3.609999895,3.609999895,0,0,0,3.609999895,0,0,0,215,722,1740
9185,6962181067,12:00:00 AM,1,366,387,5/2/2016,Monday,12912,8.539999962,8.539999962,0,1.200000048,2,5.340000153,0,18,39,313,655,2162
9190,6962181067,12:00:00 AM,1,366,387,5/7/2016,Saturday,6815,4.5,4.5,0,0,0,4.5,0,0,0,328,745,1947
9192,6962181067,12:00:00 AM,1,366,387,5/9/2016,Monday,12342,8.720000267,8.680000305,3,3.900000095,1.179999948,3.650000095,0,43,21,231,607,2105
9193,6962181067,12:00:00 AM,1,366,387,5/10/2016,Tuesday,15448,10.21000004,10.21000004,0,3.470000029,1.75,4.989999771,0,62,34,275,626,2361
10127,7007744171,12:00:00 AM,1,79,82,4/13/2016,Wednesday,12862,9.649999619,8.600000381,5,4.610000134,0.560000002,4.480000019,0,56,22,261,1101,2742
10128,7007744171,12:00:00 AM,1,79,82,4/14/2016,Thursday,11179,8.239999771,7.480000019,3,2.950000048,0.340000004,4.960000038,0,34,6,304,1096,2668
10129,7007744171,12:00:00 AM,1,79,82,4/15/2016,Friday,5273,3.529999971,3.529999971,0,0,0,3.529999971,0,0,0,202,1238,2098
10131,7007744171,12:00:00 AM,1,79,82,4/17/2016,Sunday,8059,5.389999866,5.389999866,0,0,0,5.389999866,0,0,0,305,1135,2383
10132,7007744171,12:00:00 AM,1,79,82,4/18/2016,Monday,14816,10.97999954,9.909999847,5,3.789999962,2.119999886,5.050000191,0,48,31,284,1077,2832
10133,7007744171,12:00:00 AM,1,79,82,4/19/2016,Tuesday,14194,10.47999954,9.5,5,4.409999847,0.75999999,5.309999943,0,53,17,304,1066,2812
10134,7007744171,12:00:00 AM,1,79,82,4/20/2016,Wednesday,15566,11.31000042,10.40999985,5,4.789999962,0.670000017,5.860000134,0,60,33,347,1000,3096
10135,7007744171,12:00:00 AM,1,79,82,4/21/2016,Thursday,13744,9.18999958,9.18999958,0,2.150000095,1.870000005,5.170000076,0,30,34,327,1049,2763
10136,7007744171,12:00:00 AM,1,79,82,4/22/2016,Friday,15299,10.23999977,10.23999977,0,4.099999905,1.75999999,4.369999886,0,64,50,261,1065,2889
10137,7007744171,12:00:00 AM,1,79,82,4/23/2016,Saturday,8093,5.409999847,5.409999847,0,0.129999995,1.129999995,4.150000095,0,2,25,223,1190,2284
10138,7007744171,12:00:00 AM,1,79,82,4/24/2016,Sunday,11085,7.420000076,7.420000076,0,0,0,7.420000076,0,0,0,419,1021,2667
10139,7007744171,12:00:00 AM,1,79,82,4/25/2016,Monday,18229,13.34000015,12.19999981,5,4.309999943,1.370000005,7.670000076,0,51,24,379,986,3055
10140,7007744171,12:00:00 AM,1,79,82,4/26/2016,Tuesday,15090,10.10000038,10.10000038,0,0.930000007,0.939999998,8.229999542,0,16,22,424,978,2939
10141,7007744171,12:00:00 AM,1,79,82,4/27/2016,Wednesday,13541,10.22000027,9.06000042,5,4.269999981,0.660000026,5.289999962,0,50,12,337,1041,2830
10142,7007744171,12:00:00 AM,1,79,82,4/28/2016,Thursday,15128,10.11999989,10.11999989,0,1.090000033,0.769999981,8.260000229,0,16,16,401,1007,2836
10143,7007744171,12:00:00 AM,1,79,82,4/29/2016,Friday,20067,14.30000019,13.42000008,5,4.309999943,2.049999952,7.949999809,0,55,42,382,961,3180
10144,7007744171,12:00:00 AM,1,79,82,4/30/2016,Saturday,3761,2.519999981,2.519999981,0,0,0,2.519999981,0,0,0,200,1240,2051
10145,7007744171,12:00:00 AM,1,79,82,5/1/2016,Sunday,5600,3.75,3.75,0,0,0,3.75,0,0,0,237,1142,2225
10146,7007744171,12:00:00 AM,1,79,82,5/2/2016,Monday,13041,9.180000305,8.720000267,3,4.639999866,0.699999988,3.829999924,0,64,14,250,1112,2642
10147,7007744171,12:00:00 AM,1,79,82,5/3/2016,Tuesday,14510,10.86999989,9.710000038,5,4.480000019,1.019999981,5.360000134,0,58,31,330,1021,2976
10149,7007744171,12:00:00 AM,1,79,82,5/5/2016,Thursday,15010,11.10000038,10.03999996,5,4.329999924,1.289999962,5.480000019,0,53,23,317,1047,2933
10181,7086361926,12:00:00 AM,1,514,525,4/15/2016,Friday,8585,5.670000076,5.670000076,0,2.039999962,1.110000014,2.529999971,0,30,21,139,864,2395
10185,7086361926,12:00:00 AM,1,514,525,4/19/2016,Tuesday,10688,7.289999962,7.289999962,0,3.529999971,1.230000019,2.50999999,0,67,69,124,671,2944
10186,7086361926,12:00:00 AM,1,514,525,4/20/2016,Wednesday,14365,10.64000034,10.64000034,0,7.639999866,0.449999988,2.539999962,0,87,13,145,797,2997
10187,7086361926,12:00:00 AM,1,514,525,4/21/2016,Thursday,9469,6.179999828,6.179999828,0,1.360000014,0.300000012,4.510000229,0,19,6,206,758,2463
10188,7086361926,12:00:00 AM,1,514,525,4/22/2016,Friday,9753,6.53000021,6.53000021,0,2.869999886,0.970000029,2.670000076,0,58,59,153,762,2846
10193,7086361926,12:00:00 AM,1,514,525,4/27/2016,Wednesday,11107,8.340000153,8.340000153,0,5.630000114,0.180000007,2.529999971,0,55,6,145,829,2693
10196,7086361926,12:00:00 AM,1,514,525,4/30/2016,Saturday,14560,9.409999847,9.409999847,0,3.119999886,1.039999962,5.239999771,0,42,17,308,584,2995
10199,7086361926,12:00:00 AM,1,514,525,5/3/2016,Tuesday,10288,6.760000229,6.760000229,0,2.74000001,0.850000024,3.160000086,0,57,36,152,761,2754
10200,7086361926,12:00:00 AM,1,514,525,5/4/2016,Wednesday,10988,8.31000042,8.31000042,0,5.28000021,0.119999997,2.900000095,0,45,12,135,843,2655
10201,7086361926,12:00:00 AM,1,514,525,5/5/2016,Thursday,8564,5.599999905,5.599999905,0,1.779999971,0.829999983,2.950000048,0,24,14,149,1253,2386
10202,7086361926,12:00:00 AM,1,514,525,5/6/2016,Friday,12461,8.380000114,8.380000114,0,3.819999933,1.429999948,3.119999886,0,84,35,154,834,2924
10205,7086361926,12:00:00 AM,1,514,525,5/9/2016,Monday,13566,9.109999657,9.109999657,0,4.260000229,1.710000038,3.119999886,0,67,50,171,743,2960
10206,7086361926,12:00:00 AM,1,514,525,5/10/2016,Tuesday,14433,10.78999996,10.78999996,0,7.110000134,1.200000048,2.450000048,0,72,23,106,1182,2800
10207,7086361926,12:00:00 AM,1,514,525,5/11/2016,Wednesday,9572,6.519999981,6.519999981,0,2.890000105,1.389999986,2.230000019,0,57,40,128,757,2735
10922,8053475328,12:00:00 AM,1,486,493,4/12/2016,Tuesday,18060,14.11999989,14.11999989,0,11.64000034,0.389999986,2.099999905,0,116,8,123,1193,3186
10923,8053475328,12:00:00 AM,1,486,493,4/13/2016,Wednesday,16433,13.35000038,13.35000038,0,10.43000031,0.469999999,2.450000048,0,95,12,156,1177,3140
10924,8053475328,12:00:00 AM,1,486,493,4/14/2016,Thursday,20159,15.97000027,15.97000027,0,12.34000015,0.209999993,3.359999895,0,119,5,193,1123,3411
10925,8053475328,12:00:00 AM,1,486,493,4/15/2016,Friday,20669,16.23999977,16.23999977,0,13.26000023,0.389999986,2.589999914,0,132,8,158,1142,3410
10926,8053475328,12:00:00 AM,1,486,493,4/16/2016,Saturday,14549,11.10999966,11.10999966,0,9.359999657,0.270000011,1.49000001,0,96,6,83,1255,2867
10927,8053475328,12:00:00 AM,1,486,493,4/17/2016,Sunday,18827,13.68999958,13.68999958,0,9.239999771,0.800000012,3.640000105,0,111,21,195,1113,3213
10928,8053475328,12:00:00 AM,1,486,493,4/18/2016,Monday,17076,12.65999985,12.65999985,0,9.079999924,0.230000004,3.349999905,0,102,6,195,1137,3133
10929,8053475328,12:00:00 AM,1,486,493,4/19/2016,Tuesday,15929,12.47999954,12.47999954,0,9.220000267,0.310000002,2.950000048,0,90,7,191,1152,3114
10930,8053475328,12:00:00 AM,1,486,493,4/20/2016,Wednesday,15108,12.18999958,12.18999958,0,9.579999924,0.230000004,2.380000114,0,89,5,158,695,3043
10931,8053475328,12:00:00 AM,1,486,493,4/21/2016,Thursday,16057,12.51000023,12.51000023,0,9.670000076,0.25,2.579999924,0,100,6,170,1164,3103
10932,8053475328,12:00:00 AM,1,486,493,4/22/2016,Friday,10520,8.289999962,8.289999962,0,6.260000229,0.150000006,1.879999995,0,60,3,117,1260,2655
10933,8053475328,12:00:00 AM,1,486,493,4/23/2016,Saturday,22359,17.19000053,17.19000053,0,12.53999996,0.629999995,4.019999981,0,125,14,223,741,3554
10934,8053475328,12:00:00 AM,1,486,493,4/24/2016,Sunday,22988,17.95000076,17.95000076,0,13.13000011,1.549999952,3.25999999,0,129,33,182,1096,3577
10935,8053475328,12:00:00 AM,1,486,493,4/25/2016,Monday,20500,15.68999958,15.68999958,0,11.36999989,0.460000008,3.859999895,0,118,9,209,1104,3403
10936,8053475328,12:00:00 AM,1,486,493,4/26/2016,Tuesday,12685,9.619999886,9.619999886,0,6.309999943,0.200000003,3.099999905,0,68,5,185,1182,2846
10937,8053475328,12:00:00 AM,1,486,493,4/27/2016,Wednesday,12422,9.819999695,9.819999695,0,6.460000038,0.430000007,2.930000067,0,60,10,183,1187,2852
10938,8053475328,12:00:00 AM,1,486,493,4/28/2016,Thursday,15447,12.39999962,12.39999962,0,9.670000076,0.389999986,2.349999905,0,90,9,153,1188,3062
10940,8053475328,12:00:00 AM,1,486,493,4/30/2016,Saturday,7135,5.590000153,5.590000153,0,2.99000001,0.059999999,2.539999962,0,27,1,131,1281,2408
10941,8053475328,12:00:00 AM,1,486,493,5/1/2016,Sunday,1170,0.850000024,0.850000024,0,0,0,0.850000024,0,0,0,51,1389,1886
10942,8053475328,12:00:00 AM,1,486,493,5/2/2016,Monday,1969,1.429999948,1.429999948,0,0,0,1.429999948,0,0,0,95,1345,1988
10943,8053475328,12:00:00 AM,1,486,493,5/3/2016,Tuesday,15484,11.89999962,11.89999962,0,8.390000343,0.930000007,2.589999914,0,87,22,165,1166,3023
10944,8053475328,12:00:00 AM,1,486,493,5/4/2016,Wednesday,14581,11.14999962,11.14999962,0,8.819999695,0.400000006,1.909999967,0,89,8,123,1220,2918
10945,8053475328,12:00:00 AM,1,486,493,5/5/2016,Thursday,14990,11.51000023,11.51000023,0,8.850000381,0.449999988,2.210000038,0,93,9,130,1208,2950
10946,8053475328,12:00:00 AM,1,486,493,5/6/2016,Friday,13953,11,11,0,9.100000381,0.689999998,1.210000038,0,90,15,90,1245,2859
10947,8053475328,12:00:00 AM,1,486,493,5/7/2016,Saturday,19769,15.67000008,15.67000008,0,12.43999958,0.879999995,2.349999905,0,121,20,148,1076,3331
10948,8053475328,12:00:00 AM,1,486,493,5/8/2016,Sunday,22026,17.64999962,17.64999962,0,13.39999962,0.589999974,3.660000086,0,125,14,228,1073,3589
10949,8053475328,12:00:00 AM,1,486,493,5/9/2016,Monday,12465,9.380000114,9.380000114,0,6.119999886,0.569999993,2.690000057,0,66,12,148,1214,2765
10950,8053475328,12:00:00 AM,1,486,493,5/10/2016,Tuesday,14810,11.35999966,11.35999966,0,9.090000153,0.419999987,1.850000024,0,96,10,115,1219,2926
10951,8053475328,12:00:00 AM,1,486,493,5/11/2016,Wednesday,12209,9.399999619,9.399999619,0,6.079999924,0.280000001,3.039999962,0,60,7,184,1189,2809
11017,8378563200,12:00:00 AM,1,338,356,4/14/2016,Thursday,13318,10.56000042,10.56000042,2,5.619999886,1.029999971,3.910000086,0,123,21,174,699,4163
11018,8378563200,12:00:00 AM,1,338,356,4/15/2016,Friday,14461,11.47000027,11.47000027,0,4.909999847,1.149999976,5.409999847,0,60,23,190,729,3666
11019,8378563200,12:00:00 AM,1,338,356,4/16/2016,Saturday,11207,8.890000343,8.890000343,0,5.369999886,1.070000052,2.440000057,0,64,21,142,563,3363
11020,8378563200,12:00:00 AM,1,338,356,4/17/2016,Sunday,2132,1.690000057,1.690000057,0,0,0,1.690000057,0,0,0,93,599,2572
11021,8378563200,12:00:00 AM,1,338,356,4/18/2016,Monday,13630,10.81000042,10.81000042,2,5.050000191,0.560000002,5.199999809,0,117,10,174,720,4157
11022,8378563200,12:00:00 AM,1,338,356,4/19/2016,Tuesday,13070,10.35999966,10.35999966,2,5.300000191,0.879999995,4.179999828,0,120,19,154,737,4092
11023,8378563200,12:00:00 AM,1,338,356,4/20/2016,Wednesday,9388,7.440000057,7.440000057,2,2.230000019,0.439999998,4.78000021,0,82,8,169,763,3787
11024,8378563200,12:00:00 AM,1,338,356,4/21/2016,Thursday,15148,12.01000023,12.01000023,2,6.900000095,0.819999993,4.289999962,0,137,16,145,677,4236
11025,8378563200,12:00:00 AM,1,338,356,4/22/2016,Friday,12200,9.670000076,9.670000076,2,4.909999847,0.589999974,4.179999828,0,113,12,159,769,4044
11026,8378563200,12:00:00 AM,1,338,356,4/23/2016,Saturday,5709,4.53000021,4.53000021,0,1.519999981,0.519999981,2.480000019,0,19,10,136,740,2908
11027,8378563200,12:00:00 AM,1,338,356,4/24/2016,Sunday,3703,2.940000057,2.940000057,0,0,0,2.940000057,0,0,0,135,734,2741
11028,8378563200,12:00:00 AM,1,338,356,4/25/2016,Monday,12405,9.840000153,9.840000153,2,5.050000191,0.870000005,3.920000076,0,117,16,141,692,4005
11029,8378563200,12:00:00 AM,1,338,356,4/26/2016,Tuesday,16208,12.85000038,12.85000038,0,7.510000229,0.920000017,4.420000076,0,90,18,161,593,3763
11030,8378563200,12:00:00 AM,1,338,356,4/27/2016,Wednesday,7359,5.840000153,5.840000153,0,0.330000013,0.180000007,5.329999924,0,4,4,192,676,3061
11031,8378563200,12:00:00 AM,1,338,356,4/28/2016,Thursday,5417,4.300000191,4.300000191,0,0.899999976,0.49000001,2.910000086,0,11,10,139,711,2884
11033,8378563200,12:00:00 AM,1,338,356,4/30/2016,Saturday,2946,2.339999914,2.339999914,0,0,0,2.339999914,0,0,0,121,780,2660
11034,8378563200,12:00:00 AM,1,338,356,5/1/2016,Sunday,11419,9.06000042,9.06000042,0,6.03000021,0.560000002,2.470000029,0,71,10,127,669,3369
11035,8378563200,12:00:00 AM,1,338,356,5/2/2016,Monday,6064,4.809999943,4.809999943,2,0.629999995,0.170000002,4.010000229,0,63,4,142,802,3491
11036,8378563200,12:00:00 AM,1,338,356,5/3/2016,Tuesday,8712,6.909999847,6.909999847,2,1.340000033,1.059999943,4.5,0,71,20,195,822,3784
11038,8378563200,12:00:00 AM,1,338,356,5/5/2016,Thursday,8567,6.789999962,6.789999962,2,0.889999986,0.159999996,5.739999771,0,66,3,214,764,3783
11041,8378563200,12:00:00 AM,1,338,356,5/8/2016,Sunday,2943,2.329999924,2.329999924,0,0,0,2.329999924,0,0,0,139,621,2685
11044,8378563200,12:00:00 AM,1,338,356,5/11/2016,Wednesday,9143,7.25,7.25,2,1.389999986,0.589999974,5.269999981,0,72,10,184,763,3788
12007,8792009665,12:00:00 AM,1,458,493,4/12/2016,Tuesday,2564,1.639999986,1.639999986,0,0,0,1.639999986,0,0,0,116,831,2044
12010,8792009665,12:00:00 AM,1,458,493,4/15/2016,Friday,2483,1.590000033,1.590000033,0,0,0,1.590000033,0,0,0,126,937,2009
12015,8792009665,12:00:00 AM,1,458,493,4/20/2016,Wednesday,3147,2.00999999,2.00999999,0,0,0.280000001,1.74000001,0,0,10,139,744,2188
12016,8792009665,12:00:00 AM,1,458,493,4/21/2016,Thursday,144,0.090000004,0.090000004,0,0,0,0.090000004,0,0,0,9,1431,1720
12019,8792009665,12:00:00 AM,1,458,493,4/24/2016,Sunday,400,0.25999999,0.25999999,0,0.039999999,0.050000001,0.159999996,0,3,8,19,1410,1799
12022,8792009665,12:00:00 AM,1,458,493,4/27/2016,Wednesday,1758,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,112,900,2067
12023,8792009665,12:00:00 AM,1,458,493,4/28/2016,Thursday,6157,3.940000057,3.940000057,0,0,0,3.940000057,0,0,0,310,714,2780
12025,8792009665,12:00:00 AM,1,458,493,4/30/2016,Saturday,7174,4.590000153,4.590000153,0,0.330000013,0.360000014,3.910000086,0,10,20,301,749,2896
12027,8792009665,12:00:00 AM,1,458,493,5/2/2016,Monday,1831,1.169999957,1.169999957,0,0,0,1.169999957,0,0,0,101,916,2015
12029,8792009665,12:00:00 AM,1,458,493,5/4/2016,Wednesday,2283,1.460000038,1.460000038,0,0,0,1.460000038,0,0,0,129,848,2067
